/home/norbert/cnf/aiger/139442p0.aig 134
/home/norbert/cnf/aiger/139442p0neg.aig 0
/home/norbert/cnf/aiger/139442p1.aig 0
/home/norbert/cnf/aiger/139442p1neg.aig 0
/home/norbert/cnf/aiger/139442p22.aig 0
/home/norbert/cnf/aiger/139442p23.aig 0
/home/norbert/cnf/aiger/139442p24.aig 0
/home/norbert/cnf/aiger/139442p5.aig 0
/home/norbert/cnf/aiger/139442p5neg.aig 0
/home/norbert/cnf/aiger/139442p6.aig 0
/home/norbert/cnf/aiger/139442p6neg.aig 0
/home/norbert/cnf/aiger/139443p0.aig 134
/home/norbert/cnf/aiger/139443p0neg.aig 0
/home/norbert/cnf/aiger/139443p1.aig 0
/home/norbert/cnf/aiger/139443p1neg.aig 0
/home/norbert/cnf/aiger/139443p22.aig 0
/home/norbert/cnf/aiger/139443p23.aig 0
/home/norbert/cnf/aiger/139443p24.aig 0
/home/norbert/cnf/aiger/139443p5.aig 0
/home/norbert/cnf/aiger/139443p5neg.aig 0
/home/norbert/cnf/aiger/139443p6.aig 0
/home/norbert/cnf/aiger/139443p6neg.aig 0
/home/norbert/cnf/aiger/139444p0.aig 134
/home/norbert/cnf/aiger/139444p0neg.aig 0
/home/norbert/cnf/aiger/139444p1.aig 0
/home/norbert/cnf/aiger/139444p1neg.aig 0
/home/norbert/cnf/aiger/139444p22.aig 0
/home/norbert/cnf/aiger/139444p23.aig 0
/home/norbert/cnf/aiger/139444p24.aig 0
/home/norbert/cnf/aiger/139444p5.aig 0
/home/norbert/cnf/aiger/139444p5neg.aig 0
/home/norbert/cnf/aiger/139444p6.aig 0
/home/norbert/cnf/aiger/139444p6neg.aig 0
/home/norbert/cnf/aiger/139452p0.aig 134
/home/norbert/cnf/aiger/139452p0neg.aig 0
/home/norbert/cnf/aiger/139452p1.aig 0
/home/norbert/cnf/aiger/139452p1neg.aig 0
/home/norbert/cnf/aiger/139452p22.aig 0
/home/norbert/cnf/aiger/139452p23.aig 0
/home/norbert/cnf/aiger/139452p24.aig 0
/home/norbert/cnf/aiger/139452p5.aig 0
/home/norbert/cnf/aiger/139452p5neg.aig 0
/home/norbert/cnf/aiger/139452p6.aig 0
/home/norbert/cnf/aiger/139452p6neg.aig 0
/home/norbert/cnf/aiger/139453p0.aig 134
/home/norbert/cnf/aiger/139453p0neg.aig 0
/home/norbert/cnf/aiger/139453p1.aig 0
/home/norbert/cnf/aiger/139453p1neg.aig 0
/home/norbert/cnf/aiger/139453p22.aig 0
/home/norbert/cnf/aiger/139453p23.aig 0
/home/norbert/cnf/aiger/139453p24.aig 0
/home/norbert/cnf/aiger/139453p5.aig 0
/home/norbert/cnf/aiger/139453p5neg.aig 0
/home/norbert/cnf/aiger/139453p6.aig 0
/home/norbert/cnf/aiger/139453p6neg.aig 0
