"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration"
"16994.377996108375"," 1030.534353406783","16961.918","12","46.00220324100001", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"17492.493003368378"," 1159.007635736444","17459.192","12","47.274793710000004", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"17840.761525364876"," 1106.0666868913515","17806.678","12","48.270289124", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"18579.347003711777"," 1056.7993884411492","18543.726","12","50.420612700999996", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"18625.61484137278"," 1012.0295660288208","18590.01","12","50.565738916", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"18663.608414669576"," 970.30684306222","18628.196","12","50.875104875000005", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"19283.17366841688"," 936.2213955402112","19246.679","12","52.432774449", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"19872.060188030977"," 1038.6744187886648","19834.723","12","53.944026086", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"19957.40006421098"," 1002.3583264615547","19920.082","12","54.145444371", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"24174.68641976724"," 976.2086671590707","24129.307","12","64.73981397", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"25357.39827130214"," 944.766144982689","25309.675","12","67.81604778", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"25985.23317645124"," 1033.2739401499327","25936.318","12","69.585761595", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='350', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.75', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10000', var-decay='0.5'"
"31027.4289663602"," 1031.4100370883655","30970.894","29","80.696507473", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"31032.93653429068"," 998.3156829495305","30976.468","29","80.71898558699999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"31642.15966193368"," 969.947405770395","31584.754","29","82.29743286699998", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"31863.50354845498"," 946.1264257141709","31805.832","29","82.78818514599999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"32462.62506329398"," 925.2583577211954","32403.999","29","84.272464904", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
"32671.71076749578"," 902.2303344998754","32612.755","29","84.79127379299999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='2400', reduce-confl-limit='10000', reduce-frac='0.95', rfirst='100', rinc='2', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='171', size-trail-queue='20000', var-decay='0.95'"
